author_name,affiliation,city,country,publication_date,title,latitude,longitude,cluster
Chen G.H.,South China University of Technology,Guangzhou,China,2015-12-01,Safety capacity assessment of chemical industry park with optimized industry chains based on R-E-B,23.1301964,113.2592945,3
Hall B.D.,Callaghan Innovation,Lower Hutt,New Zealand,2015-12-16,Evaluating the measurement uncertainty of complex quantities: A selective review,-41.2125751,174.9057626,18
Desai N.B.,Indian Institute of Technology Bombay,Mumbai,India,2015-12-18,Biomass-Fueled Organic Rankine Cycle-Based Cogeneration System,19.08157715,72.88662753964906,7
Sharma M.K.,Jaipur National University,Jaipur,India,2015-12-01,Offline scripting-free author identification based on speeded-up robust features,26.9154576,75.8189817,7
Owen R.,The University of Sheffield,Sheffield,United Kingdom,2015-12-01,Data for the analysis of PolyHIPE scaffolds with tunable mechanical properties for bone tissue engineering,53.3806626,-1.4702278,0
Wan J.,University of Missouri,Columbia,United States,2015-12-12,Whole-genome gene expression profiling revealed genes and pathways potentially involved in regulating interactions of soybean with cyst nematode (Heterodera glycines Ichinohe),34.0003117,-81.0331309,2
Conde-Mejía C.,Tecnológico Nacional de México en Celaya,Celaya,Mexico,2015-12-18,Application of a Hierarchical Approach for the Synthesis of Biorefineries,20.5222851,-100.83077392892064,2
Selyutina I.,Institute of Philology of the Siberian Branch of the RAS,Novosibirsk,Russian Federation,2015-12-21,"Innovative technologies in the study of articulatory-acoustic bases of indigenous ethnoses of Siberia (MRI, digital roentgenography and laryngography investigation)",54.96781445,82.95159894278376,13
Bhemuni V.,GVP School of Engineering (Technical Campus),Visakhapatnam,India,2015-12-01,Analysis of hard turning process: thermal aspects,17.6935526,83.2921297,7
Masmoudi H.,Télécom Paris,Palaiseau,France,2015-12-10,The organization of distributed problem-solving networks: Examining how core and periphery interact together to solve problems in Mozilla's community,48.7144587,2.2453842,0
Lee F.,"A-Star, Institute of Bioengineering and Nanotechnology",Singapore City,Singapore,2015-12-23,Injectable hydrogel systems crosslinked by horseradish peroxidase,1.2899175,103.8519072,5
Kirkpatrick C.J.,Johannes Gutenberg-Universität Mainz,Mainz,Germany,2015-12-01,Modelling the regenerative niche: A major challenge in biomaterials research,49.9995205,8.2736253,0
Duran M.,Université McGill,Montreal,Canada,2015-12-02,Evaluation of reusable concern-oriented goal models,45.5031824,-73.5698065,2
Zheng N.,Hangzhou Dianzi University,Hangzhou,China,2015-12-22,A fragment classification method depending on data type,30.2489634,120.2052342,3
Gruber S.,Technische Universitat Graz,Graz,Austria,2015-12-25,Versatile plasmid-based expression systems for Gram-negative bacteria-General essentials exemplified with the bacterium Ralstonia eutropha H16,47.0708678,15.4382786,0
Dávila A.,Pontificia Universidad Catolica del Peru,Lima,Peru,2015-12-16,Factors driving the adoption of ISO/IEC 29110: A case study of a small software enterprise,-12.0621065,-77.0365256,-1
Khosravi H.,Ferdowsi University of Mashhad,Mashhad,Iran,2015-12-24,A nature-inspired transition from Differential Evolution to Particle Swarm Optimization,36.2974945,59.6059232,0
Jackman A.H.,University of Exeter,Exeter,United Kingdom,2015-12-01,3-D cinema: immersive media technology,50.7256138,-3.5269209,0
Moskvin D.A.,Peter the Great St. Petersburg Polytechnic University,Saint Petersburg,Russian Federation,2015-12-01,Methods of protecting self-organizing networks against attacks on traffic routing,59.9606739,30.1586551,0
Puvaneswary S.,Universiti Malaya,Kuala Lumpur,Malaysia,2015-12-10,Fabrication and in vitro biological activity of βTCP-Chitosan-Fucoidan composite for bone tissue engineering,3.1516964,101.6942371,5
Othman N.,Universiti Malaysia Pahang Al-Sultan Abdullah,Pekan,Malaysia,2015-12-22,Mechanical and microstructural characterization of single and double pass aluminum AA6061 friction stir weld joints,3.4895509,103.390396,5
Zhou Q.,State Key Laboratory for Manufacturing Systems Engineering,Xi'an,China,2015-12-10,Kalman filter with applications to assembly accuracy state estimation for precision machine tool,34.261004,108.9423363,3
Chen R.S.,National Taiwan University of Science and Technology,Taipei,Taiwan,2015-12-05,Ohmic contact fabrication using a focused-ion beam technique and electrical characterization for layer semiconductor nanostructures,25.0375198,121.5636796,3
Mehdizadeh R.,Shiraz University,Shiraz,Iran,2015-12-01,How subaerial salt extrusions influence water quality in adjacent aquifers,29.6060218,52.5378041,0
Bonab B.A.,Shiraz University,Shiraz,Iran,2015-12-30,A semi-automated reverse engineering method to recommend the best migration-to-cloud strategy,29.6060218,52.5378041,0
Popa V.,Universitatea Tehnica de Constructii Bucuresti,Bucharest,Romania,2015-12-19,Experimental testing on emulative connections for precast columns using grouted corrugated steel sleeves,44.4361414,26.1027202,0
Bondarenko V.A.,Yaroslavl State University,Yaroslavl,Russian Federation,2015-12-01,On fractional faces of the metric polytope,57.6263877,39.8933705,0
Vishwanath A.,Georgia Institute of Technology,Atlanta,United States,2015-12-01,Designing for a rural online learning community,33.7489924,-84.3902644,2
Pais M.J.,Herbert Wertheim College of Engineering,Gainesville,United States,2015-12-01,Predicting fatigue crack growth under variable amplitude loadings with usage monitoring data,29.6519684,-82.3249846,2
Quinlan E.,Trinity College Dublin,Dublin,Ireland,2015-12-09,Functionalization of a Collagen-Hydroxyapatite Scaffold with Osteostatin to Facilitate Enhanced Bone Regeneration,53.3493795,-6.2605593,0
Prabhakar M.N.,Changwon National University,Changwon,South Korea,2015-12-01,Collagen-Coated Lapatinib-Loaded Poly(lactic acid) Microspheres for Breast Cancer in Biomedical Applications,35.227956,128.6818586,3
Yoshikawa K.,Osaka University,Suita,Japan,2015-12-01,Construction of a genome-scale metabolic model of arthrospira platensis nies-39 and metabolic design for cyanobacterial bioproduction,34.7594193,135.516835,3
Jiang S.,Beijing University of Posts and Telecommunications,Beijing,China,2015-12-24,Competitive equilibrium and stable coalition in overlay environments,40.190632,116.412144,3
Nair L.S.,UConn Health,Farmington,United States,2015-12-28,Injectable hydrogels for regenerative engineering,44.6402434,-93.1435497,2
Collotta M.,Cittadella Universitaria,Enna,Italy,2015-12-31,"Preface of the ""Symposium on Advanced Engineering Systems and Computer Applications: Theory and Practice""",37.5667573,14.2807473,0
Gallego L.,Hospital Universitario de Cabueñes,Gijon,Spain,2015-12-01,Repair of segmental mandibular bone defects in sheep using bone marrow stromal cells and autologous serum scaffold: A pilot study,43.5449422,-5.66275,0
Sandström C.,Chalmers University of Technology,Gothenburg,Sweden,2015-12-01,"Erratum to: Weakly periodic boundary conditions for the homogenization of flow in porous media (Advanced Modeling and Simulation in Engineering Sciences, (2014), 1, 1, (12), 10.1186/s40323-014-0012-6)",57.7072326,11.9670171,0
Shimafuji C.,Kyushu University,Fukuoka,Japan,2015-12-01,"In vitro catalytic activity of N-terminal and C-terminal domains in NukM, the post-translational modification enzyme of nukacin ISK-1",33.6251241,130.6180016,3
Dele-Ajayi O.,University of Northumbria,Newcastle,United Kingdom,2015-12-16,Girls and science education: Exploring female interests towards learning with Serious Games: A study of KS3 girls in the North East of England,54.9738474,-1.6131572,0
Ali M.Y.,Florida State University,Tallahassee,United States,2015-12-01,Jet arrays in supersonic crossflow - An experimental study,30.4380832,-84.2809332,2
Brihaye T.,Université de Mons,Mons,Belgium,2015-12-01,Simple priced timed games are not that simple,50.4549568,3.951958,0
Matsumura T.,Nihon University,Tokyo,Japan,2015-12-01,Proposal of the anomaly detection method of live-alone by lof using multiple sensors,35.6768601,139.7638947,3
Reveco I.,Universidad de la Frontera,Temuco,Chile,2015-12-01,GORE in the IT aligment to business strategy: A Systematic Mapping Study,-38.7358908,-72.590538,17
Poncet C.,Institut Sophia Agrobiotech - (ISA),Sophia Antipolis,France,2015-12-23,Technological and ecological approaches to design and manage sustainable greenhouse production systems,43.6195225,7.0518158,0
Zhou Y.,Jiangsu University,Zhenjiang,China,2015-12-15,Wear characteristics of a thermally oxidized and vacuum diffusion heat treated coating on Ti-6Al-4V alloy,32.1891959,119.4200069,3
Da. Silva Lopes J.,Universidade Federal de Vicosa,Vicosa,Brazil,2015-12-01,Systems dynamics model for decision support in risk assessment in software projects,-20.7538586,-42.8815888,4
Owhadi-Kareshk M.,Ferdowsi University of Mashhad,Mashhad,Iran,2015-12-24,Representation learning by denoising autoencoders for clustering-based classification,36.2974945,59.6059232,0
Wenzel M.A.,Technische Universität Berlin,Berlin,Germany,2015-12-08,EEG-based usability assessment of 3D shutter glasses,52.510885,13.3989367,0
Gnezdov N.,Ivanovskij Gosudarstvennyj Energeticeskij Universitet,Ivanovo,Russian Federation,2015-12-01,Selection of standard dynamic model for control systems of mechatronic modules,56.9984452,40.9737394,0
Xu Y.,Harbin Institute of Technology,Harbin,China,2015-12-15,Effect of rare earth cerium on the creep properties of modified 9Cr-1Mo heat-resistant steel,45.7593633,126.6276177,3
Ferreira R.,Universidade Federal de Vicosa,Vicosa,Brazil,2015-12-02,Be a simulator developer and go beyond in computing engineering,-20.7538586,-42.8815888,4
Perešíni P.,École Polytechnique Fédérale de Lausanne,Lausanne,Switzerland,2015-12-09,Systematically testing OpenFlow controller applications,46.5218269,6.6327025,0
Campos G.L.,Instituto Federal de Minas Gerais,Belo Horizonte,Brazil,2015-12-01,Cyclotron parameters for <sup>11</sup>C yield,-19.9227318,-43.9450948,4
Chandrasekaran K.,University of Illinois Urbana-Champaign,Urbana,United States,2015-12-01,Deciding orthogonality in construction - A lattices,40.1117174,-88.207301,2
Hough G.,Birmingham City University,Birmingham,United Kingdom,2015-12-01,Fidelity and plausibility of bimanual interaction in mixed reality,52.4796992,-1.9026911,0
Barbosa M.,Universidade do Porto,Porto,Portugal,2015-12-01,"Grafting techniques towards production of peptide-tethered hydrogels, a novel class of materials with biomedical interest",41.1494512,-8.6107884,0
Zhou Y.,"Walter Scott, Jr. College of Engineering",Fort Collins,United States,2015-12-01,"Corrigendum to Fully coupled driving safety analysis of moving traffic on long-span bridges subjected to crosswind [Journal of Wind Engineering and Industrial Aerodynamics, 143, (2015), 1-18] Doi: 10.1016/j.jweia.2015.04.015",40.5871782,-105.0770113,2
Liu J.,China University of Petroleum,Weifang,China,2015-12-28,Quantitative prediction of permeability tensor of fractured reservoirs,36.7071591,119.1557441,3
Kucinska-Lipka J.,Gdańsk University of Technology,Gdansk,Poland,2015-12-01,L-ascorbic acid modified poly(ester urethane)s as a suitable candidates for soft tissue engineering applications,54.42880315,18.79832701217957,0
Schilling W.W.,Milwaukee School of Engineering,Milwaukee,United States,2015-12-02,Analyzing the impact of asynchronous multimedia feedback on novice computer programmers,43.0386475,-87.9090751,2
Firmansyah F.,Universiti Teknologi PETRONAS,Seri Iskandar,Malaysia,2015-12-22,Performance of CO<inf>2</inf> enrich CNG in direct injection engine,4.3612524,100.9508728,5
Liolios A.,Democritus University of Thrace,Komotini,Greece,2015-12-01,A computational approach for the seismic damage response under multiple earthquakes excitations of adjacent RC structures strengthened by ties Dedicated to Professor Svetozar Margenov on the occasion of his 60th anniversary,41.1182,25.4035708,0
Valadés-Pelayo P.J.,Western University,London,Canada,2015-12-15,Eight-lamp externally irradiated bench-scale photocatalytic reactor: Scale-up and performance prediction,42.9832406,-81.243372,2
Hot J.,INSA Toulouse,Toulouse,France,2015-12-30,An investigation of CaSi silica fume characteristics and its possible utilization in cement-based and alkali-activated materials,43.6044622,1.4442469,0
Beaverstock C.S.,Swansea University,Swansea,United Kingdom,2015-12-01,Automatic mode tracking for flight dynamic analysis using a spanning algorithm,51.6195955,-3.9459248,0
Islam A.,Universiti Malaya,Kuala Lumpur,Malaysia,2015-12-30,Engineering properties and carbon footprint of ground granulated blast-furnace slag-palm oil fuel ash-based structural geopolymer concrete,3.1516964,101.6942371,5
Haezah M.,Universiti Malaysia Terengganu,Kuala Terengganu,Malaysia,2015-12-22,A conceptual design of main components sizing for UMT PHEV powertrain,5.3296461,103.1383265,5
Song Q.,Suzhou University,Suzhou,China,2015-12-01,Research on steel pipe tracing system,31.311123,120.6212881,3
Alazard L.,ARTELIA Eau &amp; Environnement,Echirolles,France,2015-12-01,Probable Maximum Precipitation: Application and comparison of statistical and empirical methods,45.1481694,5.718687,0
Sorrentino F.,Università degli Studi di Cagliari,Cagliari,Italy,2015-12-16,SuperAvatar: Children and mobile tourist guides become friends using superpowered avatars,39.2171994,9.113311,0
Lee M.,Hsiuping University of Science and Technology,Dali,Taiwan,2015-12-01,Thermokinetic parameter evaluation by DSC and TAM III along with accountability of mass loss by TG from the thermal decomposition analyses of benzoyl peroxide,24.0994173,120.67786,3
Sundaram R.,Gannon University,Erie,United States,2015-12-02,Engage K-12 students in engineering: Model for engineering project activities to inspire K-12 students to pursue careers in engineering,42.1294712,-80.0852695,2
Van Hirtum A.,Université Grenoble Alpes,Saint Martin d'Heres,France,2015-12-14,Validation of an analytical compressed elastic tube model for acoustic wave propagation,45.1836683,5.75448,0
Mead E.J.,University of Kent,Canterbury,United Kingdom,2015-12-15,Biological insights into the expression of translation initiation factors from recombinant CHOK1SV cell lines and their relationship to enhanced productivity,51.2800275,1.0802533,0
Cai T.,Beijing University of Posts and Telecommunications,Beijing,China,2015-12-01,Constellation-wavelet transform automatic modulation identifier for M-ary QAM signals,40.190632,116.412144,3
Alehdaghi M.,Ferdowsi University of Mashhad,Mashhad,Iran,2015-12-24,Parallel RANSAC: Speeding up plane extraction in RGBD image sequences using GPU,36.2974945,59.6059232,0
Zhang C.,Weldon School of Biomedical Engineering,West Lafayette,United States,2015-12-07,Coherent Raman Scattering Microscopy in Biology and Medicine,40.4258686,-86.9080655,2
Wang M.,Florida State University,Tallahassee,United States,2015-12-10,Ballistic Thermal Transport in Carbyne and Cumulene with Micron-Scale Spectral Acoustic Phonon Mean Free Path,30.4380832,-84.2809332,2
Petrezselyova S.,Institute of Molecular Genetics of the Academy of Sciences of the Czech Republic,Prague,Czech Republic,2015-12-01,Homology arms of targeting vectors for gene insertions and CRISPR/Cas9 technology: Size does not matter; Quality control of targeted clones does,50.0874654,14.4212535,0
Tomokiyo A.,Kyushu University,Fukuoka,Japan,2015-12-01,Is There a Role for Neural Crest Stem Cells in Periodontal Regeneration?,33.6251241,130.6180016,3
Orr J.J.,"University of Bath, Department of Architecture &amp; Civil Engineering",Bath,United Kingdom,2015-12-01,Birmingham Gateway: Structural assessment and strengthening,51.3813864,-2.3596963,0
Brawner C.E.,Research Triangle Educational Consultants,Raleigh,United States,2015-12-02,The institutional environment for student veterans in engineering,35.7803977,-78.6390989,2
Beh J.,Swinburne University of Technology,Hawthorn,Australia,2015-12-07,"Where is the ""I"" in iPad?: The role of interest in older adults' learning of mobile touch screen technologies",-37.8244246,145.0317207,1
Soleimani V.,University of Bristol,Bristol,United Kingdom,2015-12-04,Remote pulmonary function testing using a depth sensor,51.4538022,-2.5972985,0
Mao J.,Tongji University,Shanghai,China,2015-12-01,The airborne transmission of infection between flats in high-rise residential buildings: A review,31.2312707,121.4700152,3
Kiselev I.,Design Technological Institute of Digital Techniques of the Siberian Branch of the RAS,Novosibirsk,Russian Federation,2015-12-21,Patient-specific 1D model of the human cardiovascular system,54.96781445,82.95159894278376,13
Elloumi M.,Université de Tunis El Manar,Tunis,Tunisia,2015-12-28,Preface,36.8002068,10.1857757,0
Ma S.,University of Science and Technology of China,Hefei,China,2015-12-10,A ground automatic testing system for the BGO calorimeter of dark matter particle explorer satellite,31.8665676,117.281428,3
Yordanova K.,Universität Rostock,Rostock,Germany,2015-12-01,A process for systematic development of symbolic models for activity recognition,54.0886707,12.1400211,0
Van Geenhuizen M.,"Faculteit Techniek, Bestuur en Management, TU Delft",Delft,Netherlands,2015-12-10,Living labs in health innovation: Critical factors in their application,52.0114017,4.35839,0
Manzano S.,"Centro de Investigación Biomédica en Red de Bioingeniería, Biomateriales y Nanomedicina",Madrid,Spain,2015-12-01,Parameter-dependent behavior of articular cartilage: 3D mechano-electrochemical computational model,40.4167047,-3.7035825,0
Zheng L.X.,Ministry of Environmental Protection of People's Republic of China,Beijing,China,2015-12-20,Significance determination on operating event of broken shaft of RCV pump for nuclear power plant,40.190632,116.412144,3
Koo S.M.,Pusan National University,Busan,South Korea,2015-12-01,Properties of CaO-SiO<inf>2</inf> nanocomposites prepared on pure magnesium by using a sol-gel dip-coating technique,35.1799528,129.0752365,3
Zafarparandeh I.,İstanbul Medipol Üniversitesi,Istanbul,Turkey,2015-12-30,Effect of finite element model geometry on biomechanical parameters of the cervical spine,41.0766019,29.052495,0
Lo D.C.T.,Southern Polytechnic State University,Marietta,United States,2015-12-02,Mobile security education on portable labs,33.9528472,-84.5496148,2
Giedrimas V.,Vilnius University Šiauliai Academy,Siauliai,Lithuania,2015-12-28,The impact of mobile architectures on component-based software engineering,55.9340823,23.3157775,0
Chen S.,University of Tsukuba,Tsukuba,Japan,2015-12-01,Engineering multi-layered skeletal muscle tissue by using 3D microgrooved collagen scaffolds,36.0833265,140.077279,3
Gavahi M.,Iranian Research Institute for Fundamental Sciences,Tehran,Iran,2015-12-30,High performance GPU implementation of k-NN based on Mahalanobis distance,35.6892523,51.3896004,0
Saad S.,Universiti Malaysia Perlis,Arau,Malaysia,2015-12-11,Performance of engineering undergraduate students in mathematics: A case study in UniMAP,6.4307281,100.2718795,5
Mori Y.,Hosei University,Tokyo,Japan,2015-12-02,Computational complexity of college math eigenvalue problems,35.6768601,139.7638947,3
Lee J.,Hanyang University,Seoul,South Korea,2015-12-01,Temporal and spectral characteristics of BSR noises and influence on auditory perception,37.5666791,126.9782914,3
Maawa W.,Universiti Malaysia Pahang Al-Sultan Abdullah,Pekan,Malaysia,2015-12-22,Engine performance and emission of compression ignition engine fuelled with emulsified biodiesel-water,3.4895509,103.390396,5
Chen X.,China Medical University Shenyang,Shenyang,China,2015-12-01,Dynamic compression combined with SOX-9 overexpression in rabbit adipose-derived mesenchymal stem cells cultured in a three-dimensional gradual porous PLGA composite scaffold upregulates HIF-1α expression,41.8026095,123.4279105,3
Gazetas G.,National Technical University of Athens (NTUA),Athens,Greece,2015-12-09,Bridge–Pier Caisson foundations subjected to normal and thrust faulting: physical experiments versus numerical analysis,37.9755648,23.7348324,0
Marinosci C.,Alma Mater Studiorum Università di Bologna,Bologna,Italy,2015-12-01,Preliminary energy audit of the historical building of the School of Engineering and Architecture of Bologna,44.4938203,11.3426327,0
Coakley D.,University Hospital Limerick,Limerick,Ireland,2015-12-01,In vitro evaluation of acellular porcine urinary bladder extracellular matrix - A potential scaffold in tissue engineered skin,52.661252,-8.6301239,0
Bormanis O.,Riga Technical University,Riga,Latvia,2015-12-01,Development of energy consumption model for virtual commissioning software,56.9493977,24.1051846,0
Khaustov S.,Tomsk Polytechnic University,Tomsk,Russian Federation,2015-12-22,Researching the performance of dual-chamber fire-tube boiler furnace,58.6124279,82.0475315,13
Song F.,Chang'an University,Xi'an,China,2015-12-01,Study on the failure surface of heterogeneous soil at the passive state,34.261004,108.9423363,3
He M.,Hefei University of Technology,Hefei,China,2015-12-01,Intelligent active control of a benchmark cable-stayed bridge,31.8665676,117.281428,3
Heyman A.,Department of Computer Science,Rochester,United States,2015-12-01,Fuzzy system design for security and environment control applications,43.157285,-77.615214,2
Rueda F.,Universitat Autònoma de Barcelona,Cerdanyola del Valles,Spain,2015-12-16,Bottom-Up Instructive Quality Control in the Biofabrication of Smart Protein Materials,41.4910324,2.1374969,0
Truchly P.,Slovak University of Technology in Bratislava,Bratislava,Slovakia,2015-12-16,Multilingual and multisensorial dictionary tool as a support for the effective learning in the area of ICT,48.1516988,17.1093063,0
Gao W.,Nanjing University of Science and Technology,Nanjing,China,2015-12-15,Effects of temporal and spatial coherence on resolution in full-field optical coherence tomography,32.0438284,118.7788631,3
Reynares E.,Universidad Tecnologica Nacional,Buenos Aires,Argentina,2015-12-01,Empirical evaluation of business rules mappings for ontology development,-34.6083696,-58.4440583,17
Aguilar J.J.C.,Universidad de Málaga,Malaga,Spain,2015-12-19,Robust road condition detection system using in-vehicle standard sensors,36.7213028,-4.4216366,0
Gosselet P.,Laboratoire de Mécanique Paris-Saclay,Gif-sur-Yvette,France,2015-12-07,Simultaneous FETI and block FETI: Robust domain decomposition with multiple search directions,48.7018823,2.134529,0
Maadani O.,Carleton University,Ottawa,Canada,2015-12-01,Instrumentation for monitoring pavement performance in cold regions,45.4208777,-75.6901106,2
Han J.,Seoul National University,Seoul,South Korea,2015-12-01,Integration of mesenchymal stem cells with nanobiomaterials for the repair of myocardial infarction,37.5666791,126.9782914,3
Olumide A.,Charles Sturt University,Bathurst,Australia,2015-12-29,A hybrid encryption model for secure cloud computing,-33.4166378,149.5804943,1
Powell R.,Boston University,Boston,United States,2015-12-01,"In Genes We Trust: Germline Engineering, Eugenics, and the Future of the Human Genome",42.3554334,-71.060511,2
Desnitskii V.,St. Petersburg Federal Research Center of the Russian Academy of Sciences,Saint Petersburg,Russian Federation,2015-12-01,Design and verification of protected systems with integrated devices based on expert knowledge,59.9606739,30.1586551,0
