author_name,affiliation,city,country,publication_date,title,latitude,longitude,cluster
Papi R.,Ferdowsi University of Mashhad,Mashhad,Iran,2014-12-29,Reduced-sized voltage-mode driver for high-speed I/O utilizing dynamic current-driven bulk biasing,36.2974945,59.6059232,0
Santanna V.C.,Universidade Federal do Rio Grande do Norte,Natal,Brazil,2014-12-15,The influence of surfactant solution injection in oil recovery by spontaneous imbibition,-5.805398,-35.2080905,1
Suomala P.,Tampere University,Tampere,Finland,2014-12-01,Battlefield around interventions: A reflective analysis of conducting interventionist research in management accounting,61.4980214,23.7603118,0
Prabaharan S.,"Vellore Institute of Technology, Chennai",Chennai,India,2014-11-30,Nanotechnology in advanced electrochemical power sources,13.0836939,80.270186,2
Nechache R.,"Università degli Studi di Roma ""Tor Vergata""",Rome,Italy,2014-12-23,Bandgap tuning of multiferroic oxide solar cells,41.8933203,12.4829321,0
Sharma S.,Iowa State University,Ames,United States,2014-11-27,A brief review on leading big data models,42.0267567,-93.6170448,3
Liu X.Y.,Luoding Polytechnic,Luoding Guangdong,China,2014-12-04,Application of the complex network in traditional industry,22.6925875,111.4851366,4
Zhong Q.,Harbin Institute of Technology,Harbin,China,2014-12-04,Research on 3D reconstruction for robot based on SIFT feature,45.7593633,126.6276177,4
Bailey L.J.,The University of Chicago,Chicago,United States,2014-12-05,Applications for an engineered Protein-G variant with a pH controllable affinity to antibody fragments,41.8755616,-87.6244212,3
Shi L.Z.,Daqing Oilfield Company Limited,Daqing,China,2014-12-10,"Distribution and geological characteristics of tight oil in Gaotaizi Oil Layer of Qijia Area, Songliao Basin",46.3240228,124.5598093,4
Zhao Y.,University of Science and Technology Beijing,Beijing,China,2014-12-01,Corporate social responsibility assessment: A multi-dimensional and dynamic perspective,40.190632,116.412144,4
Lukkassen D.,UiT Norges Arktiske Universitet,Tromso,Norway,2014-12-10,Some engineering and mathematical aspects in the design of heavy goods railway lines,69.6516345,18.9558585,0
Xiong S.Q.,Ministry of Natural Resources of the People's Republic of China,Beijing,China,2014-12-01,Characteristics of China continent magnetic basement depth,40.190632,116.412144,4
Xie G.,Northwestern Polytechnical University,Xi'an,China,2014-12-29,High-performance computing strategies for complex engineering optimization problems,34.261004,108.9423363,4
Agarwal G.,MIT Department of Electrical Engineering and Computer Science,Cambridge,United States,2014-12-02,Selectively controlling the 2D organization of mammalian cells: Templated assembly by selective removal (TASR) for medical applications,42.3656347,-71.1040018,3
Yom-Tov O.,Technion - Israel Institute of Technology,Haifa,Israel,2014-12-01,Cell morphology in injectable nanostructured biosynthetic hydrogels,32.8191218,34.9983856,0
Šubelj L.,Univerza v Ljubljani,Ljubljana,Slovenia,2014-12-28,Node mixing and group structure of complex software networks,46.0500268,14.5069289,0
Lechuga V.,Texas A&amp;M University,College Station,United States,2014-12-01,A motivation perspective on faculty mentoring: the notion of “non-intrusive” mentoring practices in science and engineering,30.6183939,-96.3455991,3
Wang W.,"School of Economics and Management, USTB",Beijing,China,2014-12-03,Commercial bank stress tests based on credit risk,40.190632,116.412144,4
Arun Kumar K.V.,Armed Forces Medical College,Pune,India,2014-12-24,Current Concepts in Restoring Acquired Cranial Defects,18.5213738,73.8545071,2
Park I.W.,NASA Ames Research Center,Moffett Field,United States,2014-12-16,Impedance controlled twisted string actuators for tensegrity robots,37.40410955,-122.05130742061216,3
Isah A.A.,"Federal University of Technology, Minna",Minna,Nigeria,2014-12-23,Channel congestion control in mobile cellular networks: A survey,9.6187093,6.5475752,5
Xu G.,Southwest Petroleum University China,Chengdu,China,2014-12-25,Petrophysical experiment-based logging evaluation method of shale brittleness,30.6598628,104.0633717,4
Ding J.F.,Zhejiang Normal University,Jinhua,China,2014-12-01,Micro cutting mechanism of abrasive flow precision machining,29.1080344,119.6486487,4
Rodrigues A.F.,"Instituto de Tecnologia Química e Biológica, Universidade Nova de Lisboa",Oeiras,Portugal,2014-12-01,Cellular targets for improved manufacturing of virus-based biopharmaceuticals in animal cells,38.6925777,-9.3123076,0
Naghash F.,Shahid Beheshti University,Tehran,Iran,2014-12-29,Design an ASIP for Rabbit and HC-128 algorithms,35.6892523,51.3896004,0
Zhang Y.,Université Côte d'Azur,Nice,France,2014-12-04,Timed automata semantics of spatial-temporal consistency language STeC,43.7009358,7.2683912,0
Bigot J.,Maison de la Simulation,Gif-sur-Yvette,France,2014-12-01,A low level component model easing performance portability of HPC applications,48.7018823,2.134529,0
Ros T.,Université de Genève,Geneva,Switzerland,2014-12-18,Tuning pathological brain oscillations with neurofeedback: A systems neuroscience framework,46.2017559,6.1466014,0
Zieminski C.,Western New England University,Springfield,United States,2014-12-02,Hematocrit measurement technology for use in low-resource environments utilizing a microfluidic disk with optical reader,39.7990175,-89.6439575,3
Woronowicz K.,Bombardier Transportation,Berlin,Germany,2014-12-01,A Novel Linear Induction Motor Equivalent-Circuit with Optimized End Effect Model,52.510885,13.3989367,0
Lee M.,Hanyang University,Seoul,South Korea,2014-12-04,Model-based control of a diesel engine variable geometry turbine and exhaust gas recirculation system using a linear parameter varying methodology,37.5666791,126.9782914,4
Moruz G.,Goethe-Universität Frankfurt am Main,Frankfurt am Main,Germany,2014-12-01,Engineering efficient paging algorithms,50.1106444,8.6820917,0
Wang J.,Yangtze University,Jingzhou,China,2014-12-04,Evolving Gomoku solver by genetic algorithm,30.3375612,112.2337264,4
Eggstaff J.W.,The George Washington University School of Engineering and Applied Science,"Washington, D.C.",United States,2014-12-01,The development of progress plans using a performance-based expert judgment model to assess technical performance and risk,38.8950368,-77.0365427,3
Jerath G.,Indian Institute of Technology Guwahati,Guwahati,India,2014-12-01,bPE toolkit: toolkit for computational protein engineering,26.1805978,91.753943,6
Zhang J.,2nd Affiliated Hospital,Hangzhou,China,2014-12-31,Inverse Design of Radio-frequency Coil for 3 T Breast Magnetic Resonance Imaging,30.2489634,120.2052342,4
Villanueva A.,Virginia Polytechnic Institute and State University,Blacksburg,United States,2014-12-26,Cyanea capillata bell kinematics analysis through corrected in situ imaging and modeling using strategic discretization techniques,37.2296566,-80.4136767,3
Mi J.,DECHEMA Forschungsinstitut,Frankfurt am Main,Germany,2014-12-04,De novo production of the monoterpenoid geranic acid by metabolically engineered Pseudomonas putida,50.1106444,8.6820917,0
Torabi M.,City University of Hong Kong,Hong Kong,Hong Kong,2014-12-15,"Temperature distribution, local and total entropy generation analyses in asymmetric cooling composite geometries with multiple nonlinearities: Effect of imperfect thermal contact",22.2793278,114.1628131,4
Freire M.,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte (IFRN)",Natal,Brazil,2014-12-29,Assessing and evolving a domain specific language for formalizing software engineering experiments: An empirical study,-5.805398,-35.2080905,1
Qiu J.,Harbin Institute of Technology,Harbin,China,2014-12-09,A framework for understanding dynamic anti-analysis defenses,45.7593633,126.6276177,4
Kanciruk A.,Strata Mechanics Research Institute of the Polish Academy of Sciences,Krakow,Poland,2014-12-01,"Investigating the impact of temperature changes, material aging, and service load on the strain of a reinforced concrete construction",50.0469432,19.997153435836697,0
Koch B.J.,Northern Arizona University,Flagstaff,United States,2014-12-01,Nitrogen Removal by Stormwater Management Structures: A Data Synthesis,35.1987522,-111.651822,3
Leong S.Y.,University of Otago,Dunedin,New Zealand,2014-12-01,Feasibility of using pulsed electric field processing to inactivate enzymes and reduce the cutting force of carrot (Daucus carota var. Nantes),-45.8740984,170.5035755,16
Zeng H.,Chongqing University,Chongqing,China,2014-11-30,An adaptive iterative broadband DBF algorithm,30.05518,107.8748712,4
Hu S.,Beijing Institute of Technology,Beijing,China,2014-12-04,Design of 4-channel analog front-ends for neural signal acquisition,40.190632,116.412144,4
Bokor J.R.,University of Florida,Gainesville,United States,2014-12-21,High school students’ learning and perceptions of phylogenetics of flowering plants,29.6519684,-82.3249846,3
Taha A.,University of Ottawa,Ottawa,Canada,2014-12-01,Shear behavior of sensitive marine clay–steel interfaces,45.4208777,-75.6901106,3
Othman M.N.M.,Universiti Teknologi Malaysia,Johor Bahru,Malaysia,2014-12-15,Implementing game artificial intelligence to decision making of agents in emergency egress,1.4581986,103.7649059,7
Wu K.,University of Science and Technology Beijing,Beijing,China,2014-12-01,Consideration on the subject system of metallurgical reaction engineering,40.190632,116.412144,4
Meyer A.,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Potsdam,Germany,2014-12-02,Implementation Framework for Production Case Management: Modeling and Execution,52.4009309,13.0591397,0
Franke U.,Totalforsvarets forskningsinstitut,Kista,Sweden,2014-12-01,The distribution of time to recovery of enterprise IT services,59.4031236,17.9424221,0
Zheng G.,Tianjin University,Tianjin,China,2014-12-15,Experimental study and numerical simulation of leaking process of sand and water in underground engineering,39.3032619,117.4163641,4
Zhao C.,UW-Madison College of Engineering,Madison,United States,2014-11-25,Analysis and improvement of multi-product assembly systems: An application study at a furniture manufacturing plant,43.074761,-89.3837613,3
Luo H.,Tianjin University,Tianjin,China,2014-12-17,Preparation and properties of a novel porous poly(lactic acid) composite reinforced with bacterial cellulose nanowhiskers,39.3032619,117.4163641,4
Azapagic A.,The University of Manchester,Manchester,United Kingdom,2014-12-01,"Sustainable chemical engineering: Dealing with ""wicked"" sustainability problems",53.4794892,-2.2451148,0
Cruz E.F.,Escola Superior de Tecnologia e Gestão,Viana do Castelo,Portugal,2014-12-12,Derivation of data-driven software models from business process representations,41.694867,-8.831088,0
Eckl K.M.,Medizinische Universitat Innsbruck,Innsbruck,Austria,2014-12-01,Update: Advanced methods in three-dimensional organotypic tissue engineering for congenital ichthyosis and other rare keratinization disorders,47.2654296,11.3927685,0
Dumas-Monette J.F.,Université du Québec à Montréal,Montreal,Canada,2014-12-30,Requirements engineering quality revealed through functional size measurement: An empirical study in an agile context,45.5031824,-73.5698065,3
Liu Y.,Harbin Normal University,Harbin,China,2014-12-04,A study of Chinese culture consumption based on co-words analysis and social network,45.7593633,126.6276177,4
Singh K.K.,Indian Institute of Science,Bengaluru,India,2014-12-01,"Matrix-Assisted Refolding, Purification and Activity Assessment Using a ‘Form Invariant’ Assay for Matrix Metalloproteinase 2 (MMP2)",12.98815675,77.62260003796,2
Khan W.A.,Dhofar University,Salalah,Oman,2014-12-11,Key-Dependent Nonlinear Component for Block Cipher Encryption Algorithm,17.0174945,54.1010923,-1
Kim M.S.,Sungkyunkwan University,Seoul,South Korea,2014-12-19,Three-dimensional electrospun polycaprolactone (PCL)/alginate hybrid composite scaffolds,37.5666791,126.9782914,4
Poblete-Castro I.,Helmholtz Centre for Infection Research (HZI),Braunschweig,Germany,2014-12-23,Comparison of mcl-poly(3-hydroxyalkanoates) synthesis by different pseudomonas putida strains from crude glycerol: Citrate accumulates at high titer under PHA-producing conditions,52.2646577,10.5236066,0
Prakash K.,JSS Science and Technology University,Mysore,India,2014-12-01,Appraisal of observational method for consolidation analysis,12.3051828,76.6553609,2
Tur M.,Tel Aviv University,Tel Aviv-Yafo,Israel,2014-12-12,Recent progress in distributed Brillouin scattering fiber sensors (Invited),32.0852997,34.7818064,0
Lebrun C.,Université Grenoble Alpes,Saint Martin d'Heres,France,2014-12-08,Engineering Short Peptide Sequences for Uranyl Binding,45.1836683,5.75448,0
Kang T.,Lanzhou University,Lanzhou,China,2014-12-17,In vitro construction of tissue engineered adipose using vascular endothelial growth factor 165 gene-modified human adipose derived stem cells with chitosan-surface modified silk fibroin scaffolds,36.474436,103.733224,8
Wang L.X.,Tangshan College,Tangshan,China,2014-12-04,Research and implementation of wireless home network in smart home,39.6295951,118.1738712,4
Szablewski P.,Lodz University of Technology,Lodz,Poland,2014-12-02,Estimating engineering constants of woven textile composite using geometric model,51.7728245,19.478485931307937,0
Liu H.,Wuhan University,Wuhan,China,2014-11-30,Seismic response analysis on a large unanchored liquid storage tank,30.5951051,114.2999353,4
Shchekin A.V.,Ogarev Mordovia State University,Saransk,Russian Federation,2014-12-05,Structure of the library of parametric gear-cutter models in the KOMPAS system,54.18671,45.18383,0
Espinoza D.,Universidad de Chile,Santiago,Chile,2014-12-01,A primal-dual aggregation algorithm for minimizing conditional value-at-risk in linear programs,-33.4377756,-70.6504502,9
Petrichenko L.,Riga Technical University,Riga,Latvia,2014-12-24,Load density formation in largest cities,56.9493977,24.1051846,0
Li D.,North China Electric Power University,Beijing,China,2014-12-04,Design of water monitoring and control system based on Kinetis K60,40.190632,116.412144,4
Campbell C.,The University of Texas at Austin,Austin,United States,2014-12-01,History's Ornament: Photography and Cultural Engineering in Early Soviet Siberia,30.2711286,-97.7436995,3
Huang Y.,Beijing Jiaotong University,Beijing,China,2014-12-04,Queuing theory based simulation and optimization of ticket office,40.190632,116.412144,4
Zhang H.J.,Southwest Jiaotong University,Chengdu,China,2014-12-01,Evolution of loosened zone of surrounding rock for tunnels constructed by multi-partition excavation method,30.6598628,104.0633717,4
Castro V.M.,Partners HealthCare,Boston,United States,2014-12-01,Evaluation of matched control algorithms in EHR-based phenotyping studies: A case study of inflammatory bowel disease comorbidities,42.3554334,-71.060511,3
Dewalt M.,Federal Aviation Administration,"Washington, D.C.",United States,2014-12-08,Technology independent assurance method,38.8950368,-77.0365427,3
Angele P.,Klinikum der Universität Regensburg und Medizinische Fakultät,Regensburg,Germany,2014-12-01,Role of mesenchymal stem cells in meniscal repair,49.0195333,12.0974869,0
Lee H.,Konkuk University,Seoul,South Korea,2014-12-27,Directed-evolution analysis of human cytochrome p450 2a6 for enhanced enzymatic catalysis,37.5666791,126.9782914,4
Shiu H.T.,Queensland University of Technology,Brisbane,Australia,2014-12-01,Formation of blood clot on biomaterial implants influences bone healing,-27.4689682,153.0234991,10
Grunert T.,Veterinarmedizinische Universitat Wien,Vienna,Austria,2014-12-26,Deciphering host genotype-specific impacts on the metabolic fingerprint of Listeria monocytogenes by FTIR spectroscopy,48.2083537,16.3725042,0
Bittner B.,Fondazione Brano Kessler,Trento,Italy,2014-12-16,Towards Pareto-optimal parameter synthesis for monotonie cost functions,46.1029536,11.12974249416882,0
D'Asaro F.,Università degli Studi di Palermo,Palermo,Italy,2014-12-01,Curve number: Empirical evaluation and comparison with curve number handbook tables in sicily,38.1112268,13.3524434,0
Tuomi J.,Aalto University,Espoo,Finland,2014-12-20,A novel classification and online platform for planning and documentation of medical applications of additive manufacturing,60.2047672,24.6568435,0
James N.,Université de Poitiers,Poitiers,France,2014-12-30,"Numerical simulation of 3D free surface flows, with multiple incompressible immiscible phases. Applications to impulse waves",46.5802596,0.340196,0
Cui J.,Wuhan National Laboratory for Optoelectronics,Wuhan,China,2014-12-24,CH<inf>3</inf>NH<inf>3</inf>PbI<inf>3</inf>-based planar solar cells with magnetron-sputtered nickel oxide,30.5951051,114.2999353,4
Woodroffe C.,University of Wollongong,Wollongong,Australia,2014-12-31,A framework for modelling the risks of climate-change impacts on Australian coasts,-34.4243941,150.89385,11
MacKellar B.,St. John's University,Queens,United States,2014-12-31,Bridging the academia-industry gap in software engineering: A client-oriented open source software projects course,40.7135078,-73.8283132,3
Basen M.,Franklin College of Arts and Sciences,Athens,United States,2014-12-09,Single gene insertion drives bioalcohol production by a thermophilic archaeon,33.9597677,-83.376398,3
Ramaswamy S.,FIU College of Engineering and Computing,Miami,United States,2014-12-01,A Novel Bioreactor for Mechanobiological Studies of Engineered Heart Valve Tissue Formation under Pulmonary Arterial Physiological Flow Conditions,25.7741728,-80.19362,3
Jiang J.,Jiang Xi Science and Technology Normal University,Nanchang,China,2014-12-04,The implementation of literacy and sign language learning system for deaf children based on the augmented reality,28.6472124,116.0348483,4
Tański T.,Silesian University of Technology,Gliwice,Poland,2014-12-01,Long-term development perspectives of selected groups of engineering materials used in the automotive industry,50.30113145,18.662347227971978,0
Maslennikov A.V.,ZAO ElAT Instrument,Kursk,Russian Federation,2014-12-05,Influence of axial harmonic oscillations on chip formation when drilling holes in ductile metals,51.72703565,36.19224795692112,0
Kikuchi T.,Hokkaido University,Sapporo,Japan,2014-12-10,Ultra-high density single nanometer-scale anodic alumina nanofibers fabricated by pyrophosphoric acid anodizing,43.061936,141.3542924,4
Yokoyama M.,Meisei University,Ome,Japan,2014-12-01,Some remarks on surface conditions of solid body plunging into water with particle method,35.7880531,139.2753553,4
Filiot E.,Université Libre de Bruxelles,Brussels,Belgium,2014-12-01,Finite-valued weighted automata,50.8465573,4.351697,0
Chen H.,The Fu Foundation School of Engineering and Applied Science,New York,United States,2014-12-22,Charge transfer across transition-metal oxide interfaces: Emergent conductance and electronic structure,40.7127281,-74.0060152,3
Lossi L.,Università degli Studi di Torino,Turin,Italy,2014-11-27,Neuronal cell death: Methods and protocols,45.0677551,7.6824892,0
Lee Y.,Ajou University,Suwon,South Korea,2014-11-28,Enzyme-catalyzed in situ forming gelatin hydrogels as bioactive wound dressings: Effects of fibroblast delivery on wound healing efficacy,37.2633325,127.0287472,4
