author_name,affiliation,city,country,publication_date,title,latitude,longitude,cluster
Chen J.,University of Cambridge,Cambridge,United Kingdom,2016-12-16,Low-loss and high-bandwidth multimode polymer waveguide components using refractive index engineering,52.2055314,0.1186637,2
Kumar P.,Indian Institute of Technology Mandi,Mandi,India,2016-12-07,Effect of Sulfur Evaporation Rate on Screw Dislocation Driven Growth of MoS<inf>2</inf> with High Atomic Step Density,31.65166165,77.00925418842219,3
Chen W.,Southwest Petroleum University China,Chengdu,China,2016-12-01,Quantitative evaluation of reservoir water-flooding development effect based on index characteristic model,30.6598628,104.0633717,1
Mohyud-Din S.T.,HITEC University,Rawalpindi,Pakistan,2016-12-01,On exact solutions of modified KdV-ZK equation,33.5914237,73.0535122,3
Reuter M.A.,HZDR - Helmholtz-Zentrum Dresden-Rossendorf,Dresden,Germany,2016-12-01,Digitalizing the Circular Economy: Circular Economy Engineering Defined by the Metallurgical Internet of Things,51.0493286,13.7381437,2
Sarker B.,Friedrich-Alexander-Universität Erlangen-Nürnberg,Erlangen,Germany,2016-12-12,"Designing Porous Bone Tissue Engineering Scaffolds with Enhanced Mechanical Properties from Composite Hydrogels Composed of Modified Alginate, Gelatin, and Bioactive Glass",49.5891571,10.98120719922546,2
Owston H.,"University of Leeds, School of Medicine",Leeds,United Kingdom,2016-12-01,Do skeletal muscle MSCs in humans contribute to bone repair? A systematic review,53.7974185,-1.5437941,2
Do T.,Nazarbayev University,Astana,Kazakhstan,2016-12-14,Optimal control design for chaos suppression of PM synchronous motors,51.1159933,71.46770587485393,-1
Privat R.,Université de Lorraine,Nancy,France,2016-12-13,"Improving Students' Understanding of the Connections between the Concepts of Real-Gas Mixtures, Gas Ideal-Solutions, and Perfect-Gas Mixtures",48.6937223,6.1834097,2
Whitlow J.,KU School of Engineering,Lawrence,United States,2016-12-01,Bioactive materials: Definitions and application in tissue engineering and regeneration therapy,38.9719137,-95.2359403,0
Zhu G.,Research Institute of Petroleum Exploration and Development,Beijing,China,2016-12-01,Identification of polycyclic sulfides hexahydrodibenzothiophenes and their implications for heavy oil accumulation in ultra-deep strata in Tarim Basin,40.190632,116.412144,1
Yu A.C.,Stanford Engineering,Stanford,United States,2016-12-13,Scalable manufacturing of biomimetic moldable hydrogels for industrial applications,37.427467,-122.1702445,0
Reeve B.,Imperial College London,London,United Kingdom,2016-12-16,The Geobacillus Plasmid Set: A Modular Toolkit for Thermophile Engineering,51.5074456,-0.1277653,2
Guang C.,Beijing Jiaotong University,Beijing,China,2016-12-01,Methods and systems for high-temperature strain measurement of the main steam pipe of a boiler of a power plant while in service,40.190632,116.412144,1
Montag C.,Universität Ulm,Ulm,Germany,2016-12-01,Who dares to join a parabolic flight?,48.3984968,9.9912458,2
Kelly M.J.,Electrical Engineering Division,Cambridge,United Kingdom,2016-12-01,Lessons from technology development for energy and sustainability,52.2055314,0.1186637,2
Mahfouz M.M.A.,Helwan University,Helwan,Egypt,2016-12-08,The Institution of Engineering and Technology 2016,29.8500001,31.333333,2
Yamada S.,Tottori University,Tottori,Japan,2016-12-15,Statistical process control for OSS projects and optimal release policies,35.3555075,133.8678525,1
Oh G.W.,Pukyong National University,Busan,South Korea,2016-12-01,"Fabrication, characterization and determination of biological activities of poly(ε-caprolactone)/chitosan-caffeic acid composite fibrous mat for wound dressing application",35.1799528,129.0752365,1
Wei H.,China Electric Power Research Institution,Beijing,China,2016-12-09,A method for similarity analysis of power system state,40.190632,116.412144,1
Christ O.,Fachhochschule Nordwestschweiz FHNW,Windisch,Switzerland,2016-12-19,Towards active lower limb prosthetic systems: Design issues and solutions,47.4793472,8.2179918,2
Cristescu G.C.,University Politehnica of Bucharest,Bucharest,Romania,2016-12-09,Implementing an AAA-RADIUS solution based on legacy authentication protocols,44.4361414,26.1027202,2
Kitchen S.G.,David Geffen School of Medicine at UCLA,Los Angeles,United States,2016-12-01,Engineering HIV-specific immunity with chimeric antigen receptors,34.0536909,-118.242766,0
Duque-Fernandez A.,CHU de Québec-Université Laval,Quebec,Canada,2016-12-01,A 3D-psoriatic skin model for dermatological testing: The impact of culture conditions,53.78701075,-73.31569895762317,12
Kryshchuk M.,National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”,Kyiv,Ukraine,2016-12-01,Iterative Method for Solving a System of Linear Equations,50.4500336,30.5241361,2
Oliveira M.J.,Universidade do Porto,Porto,Portugal,2016-12-07,Support system for learning mathematics in engineering higher education programmes: The case of the 'Mathematics Digital Practice Office',41.1494512,-8.6107884,2
Hashim A.,Universiti Tun Hussein Onn Malaysia,Batu Pahat,Malaysia,2016-12-07,Effects of Biofuel and Variant Ambient Pressure on FlameDevelopment and Emissions of Gasoline Engine.,1.933333,103.0,8
Gallardo G.A.,École Normale Supérieure de Lyon,Lyon,France,2016-12-05,Performance modeling of virtual switching systems,45.7578137,4.8320114,2
Jin L.,Carnegie Mellon University,Pittsburgh,United States,2016-12-01,Integration-Enhanced Zhang Neural Network for Real-Time-Varying Matrix Inversion in the Presence of Various Kinds of Noises,40.4416941,-79.9900861,0
Pastorino L.,"Dipartimento di Informatica, Bioingegneria, Robotica e Ingegneria dei Sistemi",Genoa,Italy,2016-12-01,Towards the Fabrication of Polyelectrolyte-Based Nanocapsules for Bio-Medical Applications,44.40726,8.9338624,2
An Y.Z.,Universiti Sains Malaysia,Minden,Malaysia,2016-12-07,Reviews on Security Issues and Challenges in Cloud Computing,5.3624194,100.30365245565372,8
Li Z.,Tsinghua University,Beijing,China,2016-12-01,Scale adaptive simulation based on a k-kL two-equation turbulence model,40.190632,116.412144,1
Jalali S.,Amirkabir University of Technology,Tehran,Iran,2016-12-10,Computer-based evaluation of design methods used for a steel plate shear wall system,35.6892523,51.3896004,2
Zhu Z.,Ocean College Zhejiang University,Zhoushan,China,2016-12-28,"Hydrogeological-hydrogeochemical characteristics and hydrocarbon preservation conditions of the Qianbei Depression and its periphery, Upper Yangtze Block",29.9873344,122.2030363,1
Baig M.,Indian Institute of Technology Delhi,New Delhi,India,2016-12-01,Engineering droplet navigation through tertiary-junction microchannels,28.64308585,77.21926705734865,3
Luo Y.,Tianjin University,Tianjin,China,2016-12-01,Synthesis and optimization of nonsharp complex distillation sequences based on weighted directed digraphs method,39.3032619,117.4163641,1
Nader N.,National Institute of Standards and Technology,Gaithersburg,United States,2016-12-16,Spectral engineering of frequency combs using deposited waveguides,39.1399187,-77.1929215,0
Chen B.,Shenzhen Institute of Advanced Technology,Shenzhen,China,2016-12-14,Integration of a stereo matching algorithm on chip for real-time 3-D sensing,22.5445741,114.0545429,1
Votteler J.,University of Utah School of Medicine,Salt Lake City,United States,2016-12-08,Designed proteins induce the formation of nanocage-containing extracellular vesicles,40.7596198,-111.886797,-1
Jia J.X.,Chengdu University of Technology,Chengdu,China,2016-12-01,Study of seismic wave reflection characteristics of unfavorable geological bodies in phyllite tunnel,30.6598628,104.0633717,1
Reimanis D.,Norm Asbjornson College of Engineering,Bozeman,United States,2016-12-06,Towards Assessing the Technical Debt of Undesired Software Behaviors in Design Patterns,45.6794293,-111.044047,-1
Agostinetti P.,Università degli Studi di Padova,Padua,Italy,2016-12-17,Detailed design optimization of the MITICA negative ion accelerator in view of the ITER NBI,45.4077172,11.8734455,2
Milan H.F.M.,Department of Biological and Environmental Engineering,Ithaca,United States,2016-12-01,Tetrahedral node for Transmission-Line Modeling (TLM) applied to Bio-heat Transfer,42.4374175,-76.54837235139263,0
Eshleman K.,University of Maryland Center for Environmental Science,Cambridge,United States,2016-12-01,Declining nitrate-N yields in the Upper Potomac River Basin: What is really driving progress under the Chesapeake Bay restoration?,42.3656347,-71.1040018,0
Lu C.,National Chiao Tung University,Hsinchu,Taiwan,2016-12-27,Disocclusion compensation using adaptive template matching for view synthesis,24.8066333,120.9686833,1
Goldstein T.,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Hempstead,United States,2016-12-01,Feasibility of bioprinting with a modified desktop 3d printer,40.6736812,-73.6190736,0
Ghanaei Z.,Ferdowsi University of Mashhad,Mashhad,Iran,2016-12-29,Automatic graph-based method for classification of retinal vascular bifurcations and crossovers,36.2974945,59.6059232,2
Ozturk M.,Gallogly College of Engineering,Norman,United States,2016-12-01,Reynolds stresses and hemolysis in turbulent flow examined by threshold analysis,35.2225717,-97.4394816,0
Yang Y.,Wuhan University,Wuhan,China,2016-12-09,Analysis of energy efficiency measurement scheme for flexible HVDC transmission system,30.5951051,114.2999353,1
