author_name,affiliation,city,country,publication_date,title,latitude,longitude,cluster
Gopikrishnan T.H.,"Amrita University, Amritapuri Campus",Kollam,India,2017-12-18,Vortexing during draining through twin drain ports in a cylindrical tank,8.8879509,76.5955013,3
Chorasia J.,Charotar University of Science &amp; Technology,Changa,India,2017-12-18,Realization of various error mitigation techniques for SRAM based FPGA,32.9920162,75.9220767,3
Jadhav R.B.,"College of Engineering, Pune",Pune,India,2017-12-18,The cardiovascular health informatics system using labview,18.5213738,73.8545071,3
Murali D.,"Amrita University, Amritapuri Campus",Kollam,India,2017-12-18,Flow past a curved plate: Wake vortex characteristics,8.8879509,76.5955013,3
Rani A.,National Institute of Technology Kurukshetra,Kurukshetra,India,2017-12-18,Evolution of code smells over multiple versions of softwares: An empirical investigation,29.9693747,76.8482787,3
Quesada A.,Universidad Nacional,Heredia,Costa Rica,2017-12-18,Differences between programming languages offered by the academy versus demanded by the companies in Costa Rica: Information systems engineering from the universidad nacional,10.3767813,-84.01397213865732,-1
Choudhary P.,Gautam Buddha University,Greater Noida,India,2017-12-18,Unsteady analysis of heated inclined fin-plate placed inside square enclosure,28.4670734,77.5137649,3
Papa M.F.,Universidad Nacional de La Pampa,Santa Rosa,Argentina,2017-12-18,Strategy to evaluate the performance of university students according to their profiles of provenance,-36.6203503,-64.2905765,8
Do Santos Peres I.C.,Universidade Federal de Uberlândia,Uberlandia,Brazil,2017-12-18,BIM practices to operation and maintenances for electrical substations,-18.9188041,-48.2767837,8
Costa D.B.B.,Universidade Federal de Goiás,Goiania,Brazil,2017-12-18,ATAUDIW-An authoring tool to help use of the interactive digital whiteboard,-16.680882,-49.2532691,8
Vikhar P.,Sant Gadge Baba Amravati University,Amravati,India,2017-12-18,Exploring differential evolution algorithm for content based image retreival system,21.15454115,77.64429617998744,3
Abhimane A.,Jayawant Shikshan Prasarak Mandal,Pune,India,2017-12-18,IOT based vehicle traffic congestion control and monitoring system,18.5213738,73.8545071,3
Blas M.J.,Instituto de Desarrollo y Diseño,Santa Fe,Argentina,2017-12-18,Visual accessibility and programming: A first-year experience at information systems engineering,-30.3154739,-61.1645076,19
Talmale R.,Vignans Foundation for Science Technology and Research University,Guntur,India,2017-12-18,Analysis of energy efficient data mining techniques in wireless sensor networks: A review,16.2915189,80.4541588,3
Bibbo L.M.,Universidad Nacional de La Plata,La Plata,Argentina,2017-12-18,DSL for collaborative systems with awareness,-34.9206797,-57.9537638,8
Montenegro C.H.,Universidad Técnica Federico Santa María,Valparaiso,Chile,2017-12-18,ATAM-RPG: A role-playing game to teach architecture trade-off analysis method (ATAM),-32.5976089,-70.8529753,19
Agüero M.,Universidad Nacional de La Plata,La Plata,Argentina,2017-12-18,Dependency management in the cloud: An efficient proposal for Java,-34.9206797,-57.9537638,8
Alfaro J.G.,Instituto Tecnológico de Costa Rica,Cartago,Costa Rica,2017-12-18,Report of an enriching educational experience: Computer science undergrads as workshop facilitators in Costa Rican rural areas,9.8159326,-83.69428210490865,-1
Brida S.G.,Universidad Nacional de Rio Cuarto,Rio Cuarto,Argentina,2017-12-18,Boolean expression extender - A mutation operator for strengthening and weakening boolean expressions,-33.1237585,-64.3489782,19
Souza A.A.,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo",Sao Paulo,Brazil,2017-12-18,Self-organizing maps to find computational thinking features in a game building workshop,-23.5506507,-46.6333824,8
Souza A.A.,Universidade Presbiteriana Mackenzie,Sao Paulo,Brazil,2017-12-18,Self-organizing maps to find computational thinking features in a game building workshop,-23.5506507,-46.6333824,8
Da Silva Garcia L.M.L.,Universidade do Estado de Mato Grosso,Caceres,Brazil,2017-12-18,Analysis of evasion and its causes in a computer science course,-16.0644068,-57.6878972,8
Ferri Aliabadi M.H.,Imperial College London,London,United Kingdom,2017-12-18,Structural health monitoring for advanced composite structures,51.5074456,-0.1277653,0
Tobuschat S.,Technische Universität Braunschweig,Braunschweig,Germany,2017-12-18,Providing throughput guarantees in mixed-criticality networks-on-chip,52.2646577,10.5236066,0
Anggoro B.,Institut Teknologi Bandung,Bandung,Indonesia,2017-12-18,The ground potential profile on the earth surface of 3 vertical rods of grounding systems,-6.9215529,107.6110212,6
Pramana P.,PT Perusahaan Listrik Negara (Persero),Jakarta,Indonesia,2017-12-18,Investigation for an isolated solar plant failure in Indonesia,-6.175247,106.8270488,6
Visa I.M.,School of Electrical Engineering,Johor Bahru,Malaysia,2017-12-18,The upshot of hybrid defects in coaxial gas insulated switchgear,1.4581986,103.7649059,7
Morsalin S.,UNSW Sydney,Sydney,Australia,2017-12-18,Comparative phase-resolved analysis of AC corona discharges at very low (0.1 Hz) and power frequencies,-33.8698439,151.2082848,5
Tryollinna A.,PT Perusahaan Listrik Negara (Persero),Jakarta,Indonesia,2017-12-18,Planning of transformer placement using reliability in PLN Transmisi Jawa Bagian Barat,-6.175247,106.8270488,6
Wardani N.,PLN,Sumatera Utara,Indonesia,2017-12-18,Transmission asset lifecycle management in PLN TJBB,2.1923519,99.3812201,7
Sari I.M.,Institut Teknologi Bandung,Bandung,Indonesia,2017-12-18,Through fault current effects on distribution transformer and prevention actions using backup protection : Case study of Kelapa Gading transformer,-6.9215529,107.6110212,6
Bastian A.,Planning Department,Jakarta,Indonesia,2017-12-18,Health and risk assesment of power transformer in PLN Transmisi Jawa Bagian Barat,-6.175247,106.8270488,6
Marwan M.,Politeknik Negeri Ujung Pandang,Makassar,Indonesia,2017-12-18,Optimal demand side response considering to the peak price in the peak season,-5.1342962,119.4124282,-1
Chen C.,Shanghai Institute of Technology,Shanghai,China,2017-12-18,Role of lactic acid bacteria on the yogurt flavour: A review,31.2312707,121.4700152,2
Garibay D.,Cornell University,Ithaca,United States,2017-12-18,A murine model of vertical sleeve gastrectomy,42.4374175,-76.54837235139263,1
Lee M.,Texas A&amp;M University,College Station,United States,2017-12-18,An engineered split-TET2 enzyme for chemical-inducible DNA hydroxymethylation and epigenetic remodeling,30.6183939,-96.3455991,1
Prado C.A.G.,Central China Normal University,Wuhan,China,2017-12-18,Event-by-event correlations between soft hadrons and D0 mesons in 5.02 TeV PbPb collisions at the CERN Large Hadron Collider,30.5951051,114.2999353,2
Prado C.A.G.,Universidade de São Paulo,Sao Paulo,Brazil,2017-12-18,Event-by-event correlations between soft hadrons and D0 mesons in 5.02 TeV PbPb collisions at the CERN Large Hadron Collider,-23.5506507,-46.6333824,8
Anteneodo C.,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,Brazil,2017-12-18,Importance sampling with imperfect cloning for the computation of generalized Lyapunov exponents,-22.9110137,-43.2093727,8
Hu X.,Central China Normal University,Wuhan,China,2017-12-18,Nonlinearities in reservoir engineering: Enhancing quantum correlations,30.5951051,114.2999353,2
An J.,College of Engineering and Computer Science,Orlando,United States,2017-12-18,Effect of aggregate mineralogy and concrete microstructure on thermal expansion and strength properties of concrete,28.5421109,-81.3790304,1
Furmaniak M.A.,Gdanski Uniwersytet Medyczny,Gdansk,Poland,2017-12-18,"Edible cyanobacterial genus Arthrospira: Actual state of the art in cultivation methods, genetics, and application in medicine",54.42880315,18.79832701217957,0
Bieg K.,The University of Texas at Austin,Austin,United States,2017-12-18,Lumifoil and Tschumi: the generative content of context,30.2711286,-97.7436995,1
Liu X.,Technische Universität Dresden,Dresden,Germany,2017-12-18,Functional Cellular Mimics for the Spatiotemporal Control of Multiple Enzymatic Cascade Reactions,51.0493286,13.7381437,0
Liu X.,Leibniz-Institut für Polymerforschung Dresden e.V.,Dresden,Germany,2017-12-18,Functional Cellular Mimics for the Spatiotemporal Control of Multiple Enzymatic Cascade Reactions,51.0493286,13.7381437,0
Warji,Universitas Lampung,Bandar Lampung,Indonesia,2017-12-18,Characterisation of nanofibrils from soy protein and their potential applications for food thickener and building blocks of microcapsules,-5.4460713,105.2643742,6
Warji,IPB University,Bogor,Indonesia,2017-12-18,Characterisation of nanofibrils from soy protein and their potential applications for food thickener and building blocks of microcapsules,-6.5962986,106.7972421,6
Gaidhani A.,College of Engineering,San Diego,United States,2017-12-17,Extraction and analysis of respiratory motion using wearable inertial sensor system during trunk motion,32.7174202,-117.162772,1
Lin B.S.,National Taipei University,Taipei,Taiwan,2017-12-17,Novel Upper-Limb Rehabilitation System Based on Attention Technology for Post-Stroke Patients: A Preliminary Study,25.0375198,121.5636796,2
Asaadian H.,Petroleum University of Technology,Abadan,Iran,2017-12-17,An experimental study on electrical effect on asphaltene deposition,30.3636097,48.2591475,0
Khazaei M.,Iran University of Science and Technology,Tehran,Iran,2017-12-17,Synthesis hydrophilic hybrid nanoparticles and its application in wettability alteration of oil-wet carbonate rock reservoir,35.6892523,51.3896004,0
Tu Y.,Sichuan University,Chengdu,China,2017-12-17,Biological treatment of fracturing waste liquid in a membrane-coupled internal circulation aerobic biological fluidized bed with the assistance of coagulation,30.6598628,104.0633717,2
Chen R.,"Xi'an XD Transformer Co., Ltd.",Xi'an,China,2017-12-16,Analysis and Application of Equal Impedance Method and Equal Temperature Rise Method for Dry-type Smoothing Reactor,34.261004,108.9423363,2
Abreu Silveira E.,Universidade Federal de São Carlos,Sao Carlos,Brazil,2017-12-16,Modulation of the regioselectivity of Thermomyces lanuginosus lipase via biocatalyst engineering for the Ethanolysis of oil in fully anhydrous medium,-22.0180395,-47.891154,8
Abreu Silveira E.,Consejo Superior de Investigaciones Científicas,Madrid,Spain,2017-12-16,Modulation of the regioselectivity of Thermomyces lanuginosus lipase via biocatalyst engineering for the Ethanolysis of oil in fully anhydrous medium,40.4167047,-3.7035825,0
Wu X.,Beijing Jiaotong University,Beijing,China,2017-12-16,Robust fuzzy quality function deployment based on the mean-end-chain concept: Service station evaluation problem for rail catering services,40.190632,116.412144,2
Castellanos M.M.,Institute for Bioscience and Biotechnology Research,Rockville,United States,2017-12-15,Characterization of monoclonal antibody–protein antigen complexes using small-angle scattering and molecular modeling,39.0817985,-77.1516844,1
Castellanos M.M.,NIST Center for Neutron Research,Gaithersburg,United States,2017-12-15,Characterization of monoclonal antibody–protein antigen complexes using small-angle scattering and molecular modeling,39.1399187,-77.1929215,1
Li X.,Southwest Jiaotong University,Chengdu,China,2017-12-15,Research of rubber fatigue optimization under multiaxial loading,30.6598628,104.0633717,2
Li X.,"Zhuzhou Times New Material Technology Co., Ltd.",Zhuzhou,China,2017-12-15,Research of rubber fatigue optimization under multiaxial loading,27.049812,113.55087,2
Zhao L.,Liaoning Technical University,Fuxin,China,2017-12-15,Research on reliability of shearer' rocker shell based on VP and BP neural network,42.330278,122.015278,2
Zhao J.,Shaoxing University,Shaoxing,China,2017-12-15,Damage detection of beam structure using derived sensitivity based on structural flexibility,29.9992425,120.576854,2
Zang W.,Aircraft Strength Research Institute,Xi'an,China,2017-12-15,Research on test method of fuselage panel subjected to shear load,34.261004,108.9423363,2
Zhang Y.,Naval Aeronautical Engineering Academy Yantai,Yantai,China,2017-12-15,Research on array-enhanced self-adaptive stochastic resonance based on particle swarm optimization,37.461928,121.4425255,2
Liu C.,The First Aircraft Institute of AVIC,Xi'an,China,2017-12-15,Research on calculation method of axial compression load-carrying capacity of integrally stiffened panel,34.261004,108.9423363,2
Li W.Q.,Nanjing Tech University,Nanjing,China,2017-12-15,Optimization and analysis of LED plate radiator with chimney effect,32.0438284,118.7788631,2
Zhang G.Q.,University of Electronic Science and Technology of China,Chengdu,China,2017-12-15,A novel reflex electro-optic modulator and its application in synchronous homodyne coherent system,30.6598628,104.0633717,2
Rosenberg A.,Stanford University,Stanford,United States,2017-12-15,Spatially modulated magnetic structure of EuS due to the tetragonal domain structure of SrTiO <inf>3</inf>,37.427467,-122.1702445,1
Pecly L.S.D.,Instituto Nacional de Pesquisas Espaciais,Sao Jose dos Campos,Brazil,2017-12-15,Offline and online synchronization of position derived signals for identification of dynamic systems,-23.1867782,-45.8854538,8
Marques G.H.M.,Pontifícia Universidade Católica do Rio Grande do Sul,Porto Alegre,Brazil,2017-12-15,Donnie robot: Towards an accessible and educational robot for visually impaired people,-30.0324999,-51.2303767,8
Koraz Y.,Ontario Tech University,Oshawa,Canada,2017-12-15,Bayesian-neuro-fuzzy network based online condition monitoring system for resilient micro energy grid using FPGA,43.8975558,-78.8635324,1
Huang B.,China University of Mining and Technology,Xuzhou,China,2017-12-15,Theory and technology of controlling hard roof with hydraulic fracturing in underground mining,34.2665258,117.1810431,2
Liu J.,North China Institute of Science and Technology,Beijing,China,2017-12-15,Mechanism of cracking-before-injecting method to prevent coal burst and its field test,40.190632,116.412144,2
Zheng Y.,Chinese Academy of Sciences,Beijing,China,2017-12-15,Analytical approach of counter tilt rock slopes locally reinforced by fully grouted bolts,40.190632,116.412144,2
Yu Y.,"College of Resources and Civil Engineering, Northeastern University",Shenyang,China,2017-12-15,Analysis on stress shadow of mutual interference of fractures in hydraulic fracturing engineering,41.8026095,123.4279105,2
Zhang Z.,Tongji University,Shanghai,China,2017-12-15,Development and application of a 1:1 mechanical test system for special-shaped shield lining with a large cross-section,31.2312707,121.4700152,2
Dai Z.,Chongqing University,Chongqing,China,2017-12-15,A model for predicting mining subsidence in bedding rock slopes,30.05518,107.8748712,2
Dai Z.,Guizhou University,Guiyang,China,2017-12-15,A model for predicting mining subsidence in bedding rock slopes,26.6499922,106.6246178,2
Yan Q.,Shandong University,Jinan,China,2017-12-15,Analytical solution for ground characteristic curve of composite rock mass reinforced by bolts in circular tunnels,36.6519754,117.1138479,2
Sun J.,Wuhan University,Wuhan,China,2017-12-15,Discussion on the safety threshold of blasting vibration velocity for slope rock masses in safety regulations for blasting(GB 6722-2014),30.5951051,114.2999353,2
Sun J.,China University of Geosciences,Wuhan,China,2017-12-15,Discussion on the safety threshold of blasting vibration velocity for slope rock masses in safety regulations for blasting(GB 6722-2014),30.5951051,114.2999353,2
Huang H.,"Key Laboratory of Geotechnical and Underground Engineering, Ministry of Education",Shanghai,China,2017-12-15,Image recognition for water leakage in shield tunnel based on deep learning,31.2312707,121.4700152,2
Huang H.,Tongji University,Shanghai,China,2017-12-15,Image recognition for water leakage in shield tunnel based on deep learning,31.2312707,121.4700152,2
Zhou F.,Nanjing Tech University,Nanjing,China,2017-12-15,Engineering practice in pile-soil interaction of pile-raft foundations with controllable stiffness,32.0438284,118.7788631,2
Deng M.,Xinjiang Ertix River Basin Development Engineering Construction Management Bureau,Unknown,China,2017-12-15,Key methodologies for constructing large-scale water supply canals in desert,37.6955832,93.5275125,13
Feng Y.,Southeast University,Nanjing,China,2017-12-15,Experimental study on the strength and environmental properties of Ni and Zn contaminated soil stabilized by SPB and SPC binders,32.0438284,118.7788631,2
Huang W.,Shandong University of Science and Technology,Qingdao,China,2017-12-15,Reasonable layout of roadways for upward mining technology of close coal seams,36.0637967,120.3192081,2
Sun X.,Sichuan University,Chengdu,China,2017-12-15,Investigation on mixed-mode fracture behavior of sand stone using a SENDB specimen,30.6598628,104.0633717,2
He P.,Shandong University,Jinan,China,2017-12-15,Prediction of deformation response in surrounding rock of tunnels and permit mechanism of dynamic change based on data mining,36.6519754,117.1138479,2
Li P.,China National Petroleum Corporation,Beijing,China,2017-12-15,Creating an excellent journal and leading geophysical technology trends,40.190632,116.412144,2
Yuqing Z.,Northwestern Polytechnical University,Xi'an,China,2017-12-15,Design of a electro-hydrostatic actuator controller based on disturbance observer,34.261004,108.9423363,2
Luo Y.,Hunan University,Changsha,China,2017-12-15,A convex model for optimal day-ahead dispatch considering wind generators and network reconfiguration,28.1450774,113.2384362,2
Zhao X.,Beihang University,Beijing,China,2017-12-15,A method for determining differential life test scheme for space components,40.190632,116.412144,2
Dunai L.D.,Universitat Politècnica de València,Valencia,Spain,2017-12-15,Improving skills with project based learning in engineering,39.4697065,-0.3763353,0
Sun D.,Shandong Electric Power Research Institute,Jinan,China,2017-12-15,Optimal reactive power flow considering generator voltage regulation characteristics,36.6519754,117.1138479,2
Li W.,Huazhong University of Science and Technology,Wuhan,China,2017-12-15,Evasion in closed area with observation limits,30.5951051,114.2999353,2
Lewin M.,Helmut Schmidt University - University of the Federal Armed Forces Hamburg,Hamburg,Germany,2017-12-15,Method for process modelling and analysis with regard to the requirements of Industry 4.0: An extension of the value stream method,53.550341,10.000654,0
Busbieha A.,École de Technologie Supérieure,Montreal,Canada,2017-12-15,Modified droop control to improve performances of two single-phase parallel inverters,45.5031824,-73.5698065,1
Song P.,Zhejiang University,Hangzhou,China,2017-12-15,Voltage sensitivity analysis based bus voltage regulation in transmission systems with UPFC series converter,30.2489634,120.2052342,2
Rekola J.,Tampere University,Tampere,Finland,2017-12-15,Application of problem-based learning method for a course on modeling and control of electric drives,61.4980214,23.7603118,0
Zou X.,Chongqing University,Chongqing,China,2017-12-15,The single equivalent inverter admittance model of three-phase grid-connected inverter system considering frequency coupling,30.05518,107.8748712,2
Guo B.,North China Electric Power University,Beijing,China,2017-12-15,Stochastic optimal scheduling for DC-linked multi-microgrids in distribution networks,40.190632,116.412144,2
Galkin I.,Riga Technical University,Riga,Latvia,2017-12-15,Double-loop current regulator as a base for project-based learning in applied courses of power and control electronics technical aspects and tentative evaluation,56.9493977,24.1051846,0
Yang C.,Luleå University of Technology,Lulea,Sweden,2017-12-15,Service-oriented extension of IEC 61850 for model-driven smart grid automation design,65.5831187,22.1459535,0
Pimentel J.,Kettering University,Flint,United States,2017-12-15,Teaching and learning engineering subjects in the times of the IoT: A case study on a course on wireless communications and networks,43.0161693,-83.6900211,1
Nguyen T.L.,Technische Universität Darmstadt,Darmstadt,Germany,2017-12-15,Modeling and control of dual active bridge converter with two control loops and output filter,49.8851869,8.6736295,0
Wu F.,Monash University,Melbourne,Australia,2017-12-15,Design and field test of an autonomous IoT WSN platform for environmental monitoring,-37.8142454,144.9631732,5
Horvath L.,Obuda University,Budapest,Hungary,2017-12-15,Intelligent property support for cyber-physical product system modeling,47.4978789,19.0402383,0
Lisova E.,Mälardalen University,Vasteras,Sweden,2017-12-15,Clock synchronization considerations in security informed safety assurance of autonomous systems of systems,59.6110992,16.5463679,0
Combes P.,Schneider Toshiba Inverter Europe,Pacy-sur-Eure,France,2017-12-15,Obtaining the current-flux relations of the saturated PMSM by signal injection,49.0141954,1.38128,0
Clifford T.A.,University of Lincoln,Lincoln,United Kingdom,2017-12-15,Development of a steady-state thermodynamic model in microsoft excel for performance analysis of industrial gas turbines,53.2293545,-0.5404819,0
Hu X.,Beihang University,Beijing,China,2017-12-15,Development of a high-power-density motor for formula SAE electric race car,40.190632,116.412144,2
López-Randulfe J.,Universidade de Vigo,Vigo,Spain,2017-12-15,UviSpace - A multidisciplinary PBL system based on mobile robots,42.2376602,-8.7247205,0
Satake K.,Osaka University,Suita,Japan,2017-12-15,Traffic engineering cooperating with traffic monitoring for the case with incomplete information,34.7594193,135.516835,2
Girs S.,Mälardalen Research and Technology Centre,Vasteras,Sweden,2017-12-15,Contract-based assurance for wireless cooperative functions of vehicular systems,59.6110992,16.5463679,0
Qiu P.,Qilu University of Technology,Jinan,China,2017-12-15,NegI-NSP: Negative sequential pattern mining based on loose constraints,36.6519754,117.1138479,2
Ning P.,"Institute of Electrical Engineering, Chinese Academy of Sciences",Beijing,China,2017-12-15,Engineering investigation on compact power module for EV application,40.190632,116.412144,2
Ning P.,Chinese Academy of Sciences,Beijing,China,2017-12-15,Engineering investigation on compact power module for EV application,40.190632,116.412144,2
Ning P.,Beijing Institute of Technology,Beijing,China,2017-12-15,Engineering investigation on compact power module for EV application,40.190632,116.412144,2
Wagner C.,Rheinisch-Westfälische Technische Hochschule Aachen,Aachen,Germany,2017-12-15,Requirements for the next generation automation solution of rolling mills,50.776351,6.083862,0
Taleb M.,Helwan University,Helwan,Egypt,2017-12-15,Advanced technique for optimal allocation of static var compensators in large-scale interconnected networks,29.8500001,31.333333,0
Liu J.,Chongqing University of Science and Technology,Chongqing,China,2017-12-15,Research on the state transformation of components in a mechanical system via quantitative analysis,30.05518,107.8748712,2
Liu J.,"Changan Industry (Group) Co., Ltd",Chongqing,China,2017-12-15,Research on the state transformation of components in a mechanical system via quantitative analysis,30.05518,107.8748712,2
Petersen A.,The University of Sheffield,Sheffield,United Kingdom,2017-12-15,Switching loss optimisation of cascaded H-bridge converters for bidirectional grid-tie battery energy storage systems,53.3806626,-1.4702278,0
Nagata F.,Sanyo-Onoda City University,San'yo-Onoda,Japan,2017-12-15,Curved surface fitting method using a raster-scanning window and its application to stereolithography-based reverse engineering,34.0030045,131.1819289,2
Xin X.,Beijing Institute of Technology,Beijing,China,2017-12-15,Junction temperature estimation model of insulated gate bipolar transistor power module in three-phase inverter,40.190632,116.412144,2
DIng H.,University of Jinan,Jinan,China,2017-12-15,Bearing fault diagnosis application in cement vertical mill based on improved empirical mode decomposition,36.6519754,117.1138479,2
Kawase K.,Tokyo City University,Tokyo,Japan,2017-12-15,Experimental verifications of control effects for severe conditions at elevator emergency stop based on the safety standards,35.6768601,139.7638947,2
Peng H.,State Grid Xinjiang Electric Power Company,Urumqi,China,2017-12-15,Simulation and analysis of point-to-grid connection of half-wavelength AC transmission,43.8244074,87.6139038,21
Makio J.,Hochschule Emden/Leer,Emden,Germany,2017-12-15,Teaching cyber physical systems engineering,53.3670541,7.2058304,0
Li H.,Beijing Jiaotong University,Beijing,China,2017-12-15,An improved ferrite choke RLC model and its parameters determination method,40.190632,116.412144,2
Martinez G.,Aalto University,Espoo,Finland,2017-12-15,Towards a systematic path for dynamic simulation to plant operation: OPC UA-enabled model adaptation method for tracking simulation,60.2047672,24.6568435,0
Gasparoto H.,Ecole Nationale d'Ingenieurs de Brest,Brest,France,2017-12-15,Magnetic design and analysis of a radial reconfigurable magnetic coupling thruster for vectorial AUV propulsion,48.3905283,-4.4860088,0
Gasparoto H.,Universidade Estadual de Campinas,Campinas,Brazil,2017-12-15,Magnetic design and analysis of a radial reconfigurable magnetic coupling thruster for vectorial AUV propulsion,-22.9056391,-47.059564,8
Zhang Y.,Shunde International Joint Research Institute,Pittsburgh,United States,2017-12-15,Taylor-zhang discretization formula extended to time-varying four fundamental operations with numerical experiments,40.4416941,-79.9900861,1
Zhang Y.,Sun Yat-Sen University,Guangzhou,China,2017-12-15,Taylor-zhang discretization formula extended to time-varying four fundamental operations with numerical experiments,23.1301964,113.2592945,2
Zhang Y.,Ministry of Education of the People's Republic of China,Beijing,China,2017-12-15,Taylor-zhang discretization formula extended to time-varying four fundamental operations with numerical experiments,40.190632,116.412144,2
Perez-Macias F.,Universidad Autónoma de Querétaro,Queretaro,Mexico,2017-12-15,Wavelet transform-fractal dimension-based methodology for damage assessment in truss type structures,20.8052225,-99.8837376,11
Goelzer R.,Universidade Federal do Rio Grande,Rio Grande,Brazil,2017-12-15,Autonomous paddle aerator for shrimp tanks,-25.859825757562117,-51.70052361174769,8
Zarte M.,Hochschule Emden/Leer,Emden,Germany,2017-12-15,Concept and first case study for a generic predictive maintenance simulation in AnyLogic™,53.3670541,7.2058304,0
Honglin Z.,Central Research Academy of Dongfang Electric Corporation,Chengdu,China,2017-12-15,Control of parallel-connected grid-side converters of a wind turbine with real-Time ethernet,30.6598628,104.0633717,2
Hwu K.,National Taipei University of Technology,Taipei,Taiwan,2017-12-15,Applying module-link method to multiple power supplies paralleled,25.0375198,121.5636796,2
Jiao S.B.,Shaanxi Key Laboratory of Complex System Control and Intelligent Information Processing,Xi'an,China,2017-12-15,Research on weak signal detection based on adaptive multi-stable stochastic resonance under α stable noise,34.261004,108.9423363,2
Antonino-Daviu J.,"Instituto Tecnológico de la Energía,Paterna",Paterna,Spain,2017-12-15,Design of innovative laboratory sessions for electric motors predictive maintenance teaching,39.5039227,-0.4421014,0
Osipyan H.,"City, University of London",London,United Kingdom,2017-12-15,Machines as an assistants for humans' creativity: A conceptual model,51.5074456,-0.1277653,0
Osipyan H.,Imagineering Institute,Johor Bahru,Malaysia,2017-12-15,Machines as an assistants for humans' creativity: A conceptual model,1.4581986,103.7649059,7
Abrantes R.,Universidade do Minho,Braga,Portugal,2017-12-15,Data exchange format requirements and analysis collaboration in PCB design,41.5510583,-8.4280045,0
Jung J.,Sungkyunkwan University,Seoul,South Korea,2017-12-15,Control of the manipulator position with the kinect sensor,37.5666791,126.9782914,2
Li C.,Aalborg University,Aalborg,Denmark,2017-12-15,Grid architecture for future distribution system-A cyber-physical system perspective,57.0462626,9.9215263,0
Khan T.,UIT University,Karachi,Pakistan,2017-12-15,Geomagnetic field measurement at earth surface: Flash flood forecasting using tesla meter,24.8546842,67.0207055,-1
Khan T.,Universiti Kuala Lumpur,Kuala Lumpur,Malaysia,2017-12-15,Geomagnetic field measurement at earth surface: Flash flood forecasting using tesla meter,3.1516964,101.6942371,7
Rahmat M.K.,UniKL International College,Selangor,Malaysia,2017-12-15,Sensitivity analysis of the AC uninterruptible power supply (UPS) reliability,3.2083304,101.304146,7
Yaakop M.,University Kuala Lumpur British Malaysia Institute,Unknown,Malaysia,2017-12-15,Bluetooth 5.0 throughput comparison for internet of thing usability a survey,6.11707015,102.274695678125,7
Madzalan S.,Universiti Kuala Lumpur,Kuala Lumpur,Malaysia,2017-12-15,A new automatic lighting control system using DALI for unikl BMI library,3.1516964,101.6942371,7
Widodo T.,Telkom University,Bandung,Indonesia,2017-12-15,Analysis of the e-commerce use behavior on music products,-6.9215529,107.6110212,6
Awalin L.J.,Universiti Kuala Lumpur,Kuala Lumpur,Malaysia,2017-12-15,Investigation of current swell performance for three phase to ground fault on symmetrical distribution network,3.1516964,101.6942371,7
Bergau D.M.,Richard and Loan Hill Department of Biomedical Engineering,Chicago,United States,2017-12-15,Prediction of human QT prolongation liability based on pre-clinical RNA expression profiles,41.8755616,-87.6244212,1
Zhi Y.,Southwest Jiaotong University,Chengdu,China,2017-12-15,Reverse engineering for UAV control protocol based on detection data,30.6598628,104.0633717,2
Brooks E.L.,AFIT Graduate School of Engineering and Management,Dayton,United States,2017-12-15,Compressive sampling for phenotype classification,39.7589478,-84.1916069,1
Li H.,Harbin Institute of Technology,Harbin,China,2017-12-15,Chemical-induced disease extraction via convolutional neural networks with attention,45.7593633,126.6276177,2
Lin R.,Johns Hopkins University,Baltimore,United States,2017-12-15,Designing an ontology for emotion-driven visual representations,39.2908816,-76.610759,1
Oztel I.,Sakarya Üniversitesi,Serdivan,Turkey,2017-12-15,Mitochondria segmentation in electron microscopy volumes using deep convolutional neural network,40.7604062,30.3629614,0
Han Y.,Jilin Agricultural University,Changchun,China,2017-12-15,Effective small interfering RNA design based on convolutional neural network,43.8844201,125.3180998,2
Donoghue N.,Stony Brook University,Stony Brook,United States,2017-12-15,Optimal codon pair bias design (extended abstract),40.9256538,-73.140943,1
Ran Y.,University of Chinese Academy of Sciences,Beijing,China,2017-12-15,A document-based neural relevance model for effective clinical decision support,40.190632,116.412144,2
He F.,Northeast Normal University,Changchun,China,2017-12-15,A multimodal deep architecture for large-scale protein ubiquitylation site prediction,43.8844201,125.3180998,2
Du Y.,Beijing University of Technology,Beijing,China,2017-12-15,A novel serial deep multi-task learning model for large scale biomedical semantic indexing,40.190632,116.412144,2
Punchihewa Y.,Curtin University,Perth,Australia,2017-12-15,Efficient generalized labeled multi-bernoulli filter for jump Markov system,-31.9558933,115.8605855,-1
Nguyen-Hoang M.T.,University of Science,Thai Nguyen,Viet Nam,2017-12-15,Object retrieval in past video using bag-of-words model,21.6498502,105.8351394,2
Abdel-Aal H.A.,Drexel University,Philadelphia,United States,2017-12-15,Review of friction and surface properties of snakeskin,39.9527237,-75.1635262,1
Wang X.F.,Chongqing Normal University,Chongqing,China,2017-12-15,Review of CO<inf>2</inf> and CH<inf>4</inf> Emissions from Rivers,30.05518,107.8748712,2
Habib M.K.,The American University in Cairo,New Cairo,Egypt,2017-12-15,Biomimetics and the evolution of robotics and intelligent systems,30.0277688,31.4756825,0
